ts_code,name,industry
002315.SZ,焦点科技,信息技术
002316.SZ,亚联发展,信息技术
002317.SZ,众生药业,医疗保健
002318.SZ,久立特材,材料
002319.SZ,乐通股份,材料
002320.SZ,海峡股份,工业
002321.SZ,华英农业,日常消费
002322.SZ,理工能科,工业
002323.SZ,雅博股份,工业
002324.SZ,普利特,材料
002325.SZ,洪涛股份,工业
002326.SZ,永太科技,材料
002327.SZ,富安娜,可选消费
002328.SZ,新朋股份,可选消费
002329.SZ,皇氏集团,日常消费
002330.SZ,得利斯,日常消费
002331.SZ,皖通科技,信息技术
002332.SZ,仙琚制药,医疗保健
002333.SZ,罗普斯金,工业
002334.SZ,英威腾,工业
002335.SZ,科华数据,工业
002336.SZ,人人乐,日常消费
002337.SZ,赛象科技,工业
002338.SZ,奥普光电,工业
002339.SZ,积成电子,工业
002340.SZ,格林美,材料
002341.SZ,新纶新材,材料
002342.SZ,巨力索具,工业
002343.SZ,慈文传媒,可选消费
002344.SZ,海宁皮城,房地产
002345.SZ,潮宏基,可选消费
002346.SZ,柘中股份,工业
002347.SZ,泰尔股份,工业
002348.SZ,高乐股份,可选消费
002349.SZ,精华制药,医疗保健
002350.SZ,北京科锐,工业
002351.SZ,漫步者,可选消费
002352.SZ,顺丰控股,工业
002353.SZ,杰瑞股份,能源
002354.SZ,天娱数科,信息技术
002355.SZ,兴民智通,可选消费
002356.SZ,赫美集团,可选消费
002357.SZ,富临运业,工业
002358.SZ,森源电气,工业
002360.SZ,同德化工,材料
002361.SZ,神剑股份,材料
002362.SZ,汉王科技,信息技术
002363.SZ,隆基机械,可选消费
002364.SZ,中恒电气,工业
002365.SZ,永安药业,医疗保健
002366.SZ,融发核电,工业
002367.SZ,康力电梯,工业
002368.SZ,太极股份,信息技术
002369.SZ,卓翼科技,信息技术
002370.SZ,亚太药业,医疗保健
002371.SZ,北方华创,信息技术
002372.SZ,伟星新材,工业
002373.SZ,千方科技,信息技术
002374.SZ,中锐股份,材料
002375.SZ,亚厦股份,工业
002376.SZ,新北洋,信息技术
002377.SZ,国创高新,房地产
002378.SZ,章源钨业,材料
002379.SZ,宏创控股,材料
002380.SZ,科远智慧,工业
002381.SZ,双箭股份,材料
002382.SZ,蓝帆医疗,医疗保健
002383.SZ,合众思壮,工业
002384.SZ,东山精密,信息技术
002385.SZ,大北农,日常消费
002386.SZ,天原股份,工业
002387.SZ,维信诺,信息技术
002388.SZ,新亚制程,信息技术
002389.SZ,航天彩虹,工业
002390.SZ,信邦制药,医疗保健
002391.SZ,长青股份,材料
002392.SZ,北京利尔,材料
002393.SZ,力生制药,医疗保健
002394.SZ,联发股份,可选消费
002395.SZ,双象股份,材料
002396.SZ,星网锐捷,信息技术
002397.SZ,梦洁股份,可选消费
002398.SZ,垒知集团,材料
002399.SZ,海普瑞,医疗保健
002400.SZ,省广集团,可选消费
002401.SZ,中远海科,信息技术
002402.SZ,和而泰,信息技术
002403.SZ,爱仕达,可选消费
002404.SZ,嘉欣丝绸,可选消费
002405.SZ,四维图新,信息技术
002406.SZ,远东传动,可选消费
002407.SZ,多氟多,材料
002408.SZ,齐翔腾达,材料
002409.SZ,雅克科技,材料
002410.SZ,广联达,信息技术
002412.SZ,汉森制药,医疗保健
002413.SZ,雷科防务,工业
002414.SZ,高德红外,信息技术
002415.SZ,海康威视,信息技术
002416.SZ,爱施德,信息技术
002418.SZ,康盛股份,可选消费
002419.SZ,天虹股份,可选消费
002420.SZ,毅昌科技,可选消费
002421.SZ,达实智能,信息技术
002422.SZ,科伦药业,医疗保健
002423.SZ,中粮资本,金融
002424.SZ,贵州百灵,医疗保健
002425.SZ,凯撒文化,信息技术
002426.SZ,胜利精密,信息技术
002427.SZ,尤夫股份,材料
002428.SZ,云南锗业,材料
002429.SZ,兆驰股份,可选消费
002430.SZ,杭氧股份,工业
002431.SZ,棕榈股份,工业
002432.SZ,九安医疗,医疗保健
002433.SZ,*ST太安,医疗保健
002434.SZ,万里扬,可选消费
002435.SZ,长江健康,医疗保健
002436.SZ,兴森科技,信息技术
002437.SZ,誉衡药业,医疗保健
002438.SZ,江苏神通,工业
002439.SZ,启明星辰,信息技术
002440.SZ,闰土股份,材料
002441.SZ,众业达,工业
002442.SZ,龙星化工,材料
002443.SZ,金洲管道,材料
002444.SZ,巨星科技,可选消费
002445.SZ,中南文化,可选消费
002446.SZ,盛路通信,工业
002448.SZ,中原内配,可选消费
002449.SZ,国星光电,信息技术
002451.SZ,摩恩电气,工业
002452.SZ,长高电新,工业
002453.SZ,华软科技,信息技术
002454.SZ,松芝股份,可选消费
002455.SZ,百川股份,材料
002456.SZ,欧菲光,信息技术
002457.SZ,青龙管业,工业
002458.SZ,益生股份,日常消费
002459.SZ,晶澳科技,信息技术
002460.SZ,赣锋锂业,材料
002461.SZ,珠江啤酒,日常消费
002462.SZ,嘉事堂,医疗保健
002463.SZ,沪电股份,信息技术
002465.SZ,海格通信,信息技术
002466.SZ,天齐锂业,材料
002467.SZ,二六三,电信服务
002468.SZ,申通快递,工业
002469.SZ,三维化学,工业
002470.SZ,金正大,材料
002471.SZ,中超控股,工业
002472.SZ,双环传动,工业
002474.SZ,榕基软件,信息技术
002475.SZ,立讯精密,信息技术
002476.SZ,宝莫股份,材料
002478.SZ,常宝股份,材料
002479.SZ,富春环保,公用事业
002480.SZ,新筑股份,工业
002481.SZ,双塔食品,日常消费
002482.SZ,*ST广田,工业
002483.SZ,润邦股份,工业
002484.SZ,江海股份,信息技术
002485.SZ,ST雪发,工业
002486.SZ,嘉麟杰,可选消费
002487.SZ,大金重工,工业
002488.SZ,金固股份,可选消费
002489.SZ,浙江永强,可选消费
002490.SZ,山东墨龙,能源
002491.SZ,通鼎互联,信息技术
002492.SZ,恒基达鑫,工业
002493.SZ,荣盛石化,材料
002494.SZ,华斯股份,可选消费
002495.SZ,佳隆股份,日常消费
002496.SZ,辉丰股份,材料
002497.SZ,雅化集团,材料
002498.SZ,汉缆股份,工业
002500.SZ,山西证券,金融
002501.SZ,利源股份,材料
002502.SZ,ST鼎龙,信息技术
002505.SZ,鹏都农牧,日常消费
002506.SZ,协鑫集成,信息技术
002507.SZ,涪陵榨菜,日常消费
002508.SZ,老板电器,可选消费
002510.SZ,天汽模,可选消费
002511.SZ,中顺洁柔,日常消费
002512.SZ,达华智能,可选消费
002513.SZ,蓝丰生化,材料
002514.SZ,宝馨科技,工业
002515.SZ,金字火腿,日常消费
002516.SZ,旷达科技,可选消费
002517.SZ,恺英网络,信息技术
002518.SZ,科士达,工业
002519.SZ,银河电子,可选消费
002520.SZ,日发精机,工业
002521.SZ,齐峰新材,材料
002522.SZ,浙江众成,材料
002523.SZ,天桥起重,工业
002524.SZ,光正眼科,医疗保健
002526.SZ,山东矿机,工业
002527.SZ,新时达,工业
002528.SZ,英飞拓,信息技术
002529.SZ,海源复材,材料
002530.SZ,金财互联,信息技术
002531.SZ,天顺风能,工业
002532.SZ,天山铝业,材料
002533.SZ,金杯电工,工业
002534.SZ,西子洁能,工业
002535.SZ,林州重机,工业
002536.SZ,飞龙股份,可选消费
002537.SZ,海联金汇,可选消费
002538.SZ,司尔特,材料
002539.SZ,云图控股,材料
002540.SZ,亚太科技,材料
002541.SZ,鸿路钢构,工业
002542.SZ,中化岩土,工业
002543.SZ,万和电气,可选消费
002544.SZ,普天科技,信息技术
002545.SZ,东方铁塔,工业
002546.SZ,新联电子,工业
002547.SZ,春兴精工,可选消费
002548.SZ,金新农,日常消费
002549.SZ,凯美特气,材料
002550.SZ,千红制药,医疗保健
002551.SZ,尚荣医疗,医疗保健
002552.SZ,宝鼎科技,工业
002553.SZ,南方精工,可选消费
002554.SZ,惠博普,能源
002555.SZ,三七互娱,信息技术
002556.SZ,辉隆股份,材料
002557.SZ,洽洽食品,日常消费
002558.SZ,巨人网络,信息技术
002559.SZ,亚威股份,工业
002560.SZ,通达股份,工业
002561.SZ,徐家汇,可选消费
002562.SZ,兄弟科技,医疗保健
002563.SZ,森马服饰,可选消费
002564.SZ,*ST天沃,工业
002565.SZ,顺灏股份,材料
002566.SZ,益盛药业,医疗保健
002567.SZ,唐人神,日常消费
002568.SZ,百润股份,日常消费
002569.SZ,ST步森,可选消费
002570.SZ,贝因美,日常消费
002571.SZ,德力股份,可选消费
002572.SZ,索菲亚,可选消费
002573.SZ,清新环境,工业
002574.SZ,明牌珠宝,可选消费
002575.SZ,群兴玩具,可选消费
002576.SZ,通达动力,工业
002577.SZ,雷柏科技,信息技术
002578.SZ,闽发铝业,材料
002579.SZ,中京电子,信息技术
002580.SZ,圣阳股份,工业
002581.SZ,未名医药,医疗保健
002582.SZ,好想你,日常消费
002583.SZ,海能达,信息技术
002584.SZ,西陇科学,材料
002585.SZ,双星新材,材料
002586.SZ,*ST围海,工业
002587.SZ,奥拓电子,信息技术
002588.SZ,史丹利,材料
002589.SZ,瑞康医药,医疗保健
002590.SZ,万安科技,可选消费
002591.SZ,恒大高新,信息技术
002592.SZ,ST八菱,可选消费
002593.SZ,日上集团,工业
002594.SZ,比亚迪,可选消费
002595.SZ,豪迈科技,工业
002596.SZ,海南瑞泽,材料
002597.SZ,金禾实业,日常消费
002598.SZ,山东章鼓,工业
002599.SZ,盛通股份,工业
002600.SZ,领益智造,信息技术
002601.SZ,龙佰集团,材料
002602.SZ,世纪华通,信息技术
002603.SZ,以岭药业,医疗保健
002605.SZ,姚记科技,信息技术
002606.SZ,大连电瓷,工业
002607.SZ,中公教育,可选消费
002608.SZ,江苏国信,公用事业
002609.SZ,捷顺科技,信息技术
002610.SZ,爱康科技,信息技术
002611.SZ,东方精工,工业
002612.SZ,朗姿股份,可选消费
002613.SZ,北玻股份,工业
002614.SZ,奥佳华,医疗保健
002615.SZ,哈尔斯,可选消费
002616.SZ,长青集团,公用事业
002617.SZ,露笑科技,工业
002620.SZ,瑞和股份,工业
002621.SZ,美吉姆,可选消费
002622.SZ,皓宸医疗,医疗保健
002623.SZ,亚玛顿,工业
002624.SZ,完美世界,信息技术
002625.SZ,光启技术,工业
002626.SZ,金达威,医疗保健
002627.SZ,三峡旅游,工业
002628.SZ,成都路桥,工业
002629.SZ,仁智股份,能源
002630.SZ,华西能源,工业
002631.SZ,德尔未来,材料
002632.SZ,道明光学,材料
002633.SZ,申科股份,工业
002634.SZ,棒杰股份,可选消费
002635.SZ,安洁科技,信息技术
002636.SZ,金安国纪,信息技术
002637.SZ,赞宇科技,材料
002638.SZ,勤上股份,工业
002639.SZ,雪人股份,工业
002640.SZ,跨境通,可选消费
002641.SZ,公元股份,工业
002642.SZ,荣联科技,信息技术
002643.SZ,万润股份,材料
002644.SZ,佛慈制药,医疗保健
002645.SZ,华宏科技,工业
002646.SZ,天佑德酒,日常消费
002647.SZ,仁东控股,信息技术
002648.SZ,卫星化学,材料
002649.SZ,博彦科技,信息技术
002650.SZ,加加食品,日常消费
002651.SZ,利君股份,工业
002652.SZ,扬子新材,工业
002653.SZ,海思科,医疗保健
002654.SZ,万润科技,信息技术
002655.SZ,共达电声,信息技术
002656.SZ,ST摩登,可选消费
002657.SZ,中科金财,信息技术
002658.SZ,雪迪龙,信息技术
002659.SZ,凯文教育,可选消费
002660.SZ,茂硕电源,工业
002661.SZ,克明食品,日常消费
002662.SZ,京威股份,可选消费
002663.SZ,普邦股份,工业
002664.SZ,信质集团,可选消费
002665.SZ,首航高科,工业
002666.SZ,德联集团,材料
002667.SZ,威领股份,工业
002668.SZ,奥马电器,可选消费
002669.SZ,康达新材,材料
002670.SZ,国盛金控,金融
002671.SZ,龙泉股份,工业
002672.SZ,东江环保,工业
002673.SZ,西部证券,金融
002674.SZ,兴业科技,可选消费
002675.SZ,东诚药业,医疗保健
002676.SZ,顺威股份,可选消费
002677.SZ,浙江美大,可选消费
002678.SZ,珠江钢琴,可选消费
002679.SZ,福建金森,材料
002681.SZ,奋达科技,可选消费
002682.SZ,龙洲股份,工业
002683.SZ,广东宏大,材料
002685.SZ,华东重机,工业
002686.SZ,亿利达,工业
002687.SZ,乔治白,可选消费
002688.SZ,金河生物,医疗保健
002689.SZ,远大智能,工业
002690.SZ,美亚光电,工业
002691.SZ,冀凯股份,工业
002692.SZ,远程股份,工业
002693.SZ,双成药业,医疗保健
002694.SZ,顾地科技,工业
002695.SZ,煌上煌,日常消费
002696.SZ,百洋股份,日常消费
002697.SZ,红旗连锁,日常消费
002698.SZ,博实股份,工业
002699.SZ,*ST美盛,可选消费
002700.SZ,ST浩源,公用事业
002701.SZ,奥瑞金,材料
002702.SZ,海欣食品,日常消费
002703.SZ,浙江世宝,可选消费
002705.SZ,新宝股份,可选消费
002706.SZ,良信股份,工业
002707.SZ,众信旅游,可选消费
002708.SZ,光洋股份,可选消费
002709.SZ,天赐材料,材料
002712.SZ,思美传媒,可选消费
002713.SZ,东易日盛,工业
002714.SZ,牧原股份,日常消费
002715.SZ,登云股份,可选消费
002716.SZ,金贵银业,材料
002717.SZ,岭南股份,工业
002718.SZ,友邦吊顶,工业
002719.SZ,麦趣尔,日常消费
002721.SZ,*ST金一,可选消费
002722.SZ,物产金轮,工业
002723.SZ,小崧股份,可选消费
002724.SZ,海洋王,工业
002725.SZ,跃岭股份,可选消费
002726.SZ,龙大美食,日常消费
002727.SZ,一心堂,日常消费
002728.SZ,特一药业,医疗保健
002729.SZ,好利科技,工业
002730.SZ,电光科技,工业
002731.SZ,萃华珠宝,可选消费
002732.SZ,燕塘乳业,日常消费
002733.SZ,雄韬股份,工业
002734.SZ,利民股份,材料
002735.SZ,王子新材,材料
002736.SZ,国信证券,金融
002737.SZ,葵花药业,医疗保健
002738.SZ,中矿资源,材料
002739.SZ,万达电影,可选消费
002740.SZ,*ST爱迪,可选消费
002741.SZ,光华科技,材料
002742.SZ,ST三圣,材料
002743.SZ,富煌钢构,工业
002745.SZ,木林森,信息技术
002746.SZ,仙坛股份,日常消费
002747.SZ,埃斯顿,工业
002748.SZ,世龙实业,材料
002749.SZ,国光股份,材料
002750.SZ,龙津药业,医疗保健
002752.SZ,昇兴股份,材料
002753.SZ,永东股份,材料
002755.SZ,奥赛康,医疗保健
002756.SZ,永兴材料,材料
002757.SZ,南兴股份,工业
002758.SZ,浙农股份,材料
002759.SZ,天际股份,材料
002760.SZ,凤形股份,工业
002761.SZ,浙江建投,工业
002762.SZ,金发拉比,可选消费
002763.SZ,汇洁股份,可选消费
002765.SZ,蓝黛科技,信息技术
002766.SZ,索菱股份,可选消费
002767.SZ,先锋电子,工业
002768.SZ,国恩股份,材料
002769.SZ,普路通,工业
002771.SZ,真视通,信息技术
002772.SZ,众兴菌业,日常消费
002773.SZ,康弘药业,医疗保健
002774.SZ,快意电梯,工业
002775.SZ,文科园林,工业
002776.SZ,*ST柏龙,可选消费
002777.SZ,久远银海,信息技术
002778.SZ,中晟高科,能源
002779.SZ,中坚科技,工业
002780.SZ,三夫户外,可选消费
002782.SZ,可立克,信息技术
002783.SZ,凯龙股份,材料
002785.SZ,万里石,材料
002786.SZ,银宝山新,工业
002787.SZ,华源控股,材料
002788.SZ,鹭燕医药,医疗保健
002789.SZ,建艺集团,工业
002790.SZ,瑞尔特,工业
002791.SZ,坚朗五金,工业
002792.SZ,通宇通讯,信息技术
002793.SZ,罗欣药业,医疗保健
002795.SZ,永和智控,工业
002796.SZ,世嘉科技,信息技术
002797.SZ,第一创业,金融
002798.SZ,帝欧家居,工业
002799.SZ,环球印务,可选消费
002800.SZ,ST天顺,工业
002801.SZ,微光股份,工业
002802.SZ,洪汇新材,材料
002803.SZ,吉宏股份,信息技术
002805.SZ,丰元股份,材料
002806.SZ,华锋股份,可选消费
002807.SZ,江阴银行,金融
002808.SZ,ST恒久,信息技术
002809.SZ,红墙股份,材料
002810.SZ,山东赫达,材料
002811.SZ,郑中设计,工业
002812.SZ,恩捷股份,材料
002813.SZ,路畅科技,信息技术
002815.SZ,崇达技术,信息技术
002816.SZ,*ST和科,工业
002817.SZ,黄山胶囊,医疗保健
002818.SZ,富森美,房地产
002819.SZ,东方中科,信息技术
002820.SZ,桂发祥,日常消费
002821.SZ,凯莱英,医疗保健
002822.SZ,中装建设,工业
002823.SZ,凯中精密,工业
002824.SZ,和胜股份,材料
002825.SZ,纳尔股份,材料
002826.SZ,易明医药,医疗保健
002827.SZ,高争民爆,材料
002828.SZ,贝肯能源,能源
002829.SZ,星网宇达,工业
002830.SZ,名雕股份,工业
002831.SZ,裕同科技,材料
002832.SZ,比音勒芬,可选消费
002833.SZ,弘亚数控,工业
002835.SZ,同为股份,信息技术
002836.SZ,新宏泽,工业
002837.SZ,英维克,工业
002838.SZ,道恩股份,材料
002839.SZ,张家港行,金融
002840.SZ,华统股份,日常消费
002841.SZ,视源股份,信息技术
002842.SZ,翔鹭钨业,材料
002843.SZ,泰嘉股份,工业
002845.SZ,同兴达,信息技术
002846.SZ,英联股份,材料
002847.SZ,盐津铺子,日常消费
002848.SZ,高斯贝尔,可选消费
002849.SZ,威星智能,工业
002850.SZ,科达利,工业
002851.SZ,麦格米特,工业
002852.SZ,道道全,日常消费
002853.SZ,皮阿诺,可选消费
002855.SZ,捷荣技术,信息技术
002856.SZ,美芝股份,工业
002857.SZ,三晖电气,工业
002858.SZ,力盛体育,可选消费
002859.SZ,洁美科技,信息技术
002860.SZ,星帅尔,工业
002861.SZ,瀛通通讯,信息技术
002862.SZ,实丰文化,可选消费
002863.SZ,今飞凯达,可选消费
002864.SZ,盘龙药业,医疗保健
002865.SZ,钧达股份,信息技术
002866.SZ,传艺科技,信息技术
002867.SZ,周大生,可选消费
002868.SZ,绿康生化,医疗保健
002869.SZ,金溢科技,信息技术
002870.SZ,香山股份,可选消费
002871.SZ,伟隆股份,工业
002872.SZ,ST天圣,医疗保健
002873.SZ,新天药业,医疗保健
002875.SZ,安奈儿,可选消费
002876.SZ,三利谱,信息技术
002877.SZ,智能自控,工业
002878.SZ,元隆雅图,可选消费
002879.SZ,长缆科技,工业
002880.SZ,卫光生物,医疗保健
002881.SZ,美格智能,信息技术
002882.SZ,金龙羽,工业
002883.SZ,中设股份,工业
002884.SZ,凌霄泵业,工业
002885.SZ,京泉华,信息技术
002886.SZ,沃特股份,材料
002887.SZ,绿茵生态,工业
002888.SZ,惠威科技,可选消费
002889.SZ,东方嘉盛,工业
002890.SZ,弘宇股份,工业
002891.SZ,中宠股份,日常消费
002892.SZ,科力尔,工业
002893.SZ,京能热力,公用事业
002895.SZ,川恒股份,材料
002896.SZ,中大力德,工业
002897.SZ,意华股份,信息技术
002898.SZ,赛隆药业,医疗保健
002899.SZ,英派斯,可选消费
002900.SZ,哈三联,医疗保健
002901.SZ,大博医疗,医疗保健
002902.SZ,铭普光磁,信息技术
002903.SZ,宇环数控,工业
002905.SZ,金逸影视,可选消费
002906.SZ,华阳集团,可选消费
002907.SZ,华森制药,医疗保健
002908.SZ,德生科技,信息技术
002909.SZ,集泰股份,材料
002910.SZ,庄园牧场,日常消费
002911.SZ,佛燃能源,公用事业
002912.SZ,中新赛克,信息技术
002913.SZ,奥士康,信息技术
002915.SZ,中欣氟材,材料
002916.SZ,深南电路,信息技术
002917.SZ,金奥博,材料
002918.SZ,蒙娜丽莎,工业
002919.SZ,名臣健康,信息技术
002920.SZ,德赛西威,可选消费
002921.SZ,联诚精密,工业
002922.SZ,伊戈尔,工业
002923.SZ,润都股份,医疗保健
002925.SZ,盈趣科技,信息技术
002926.SZ,华西证券,金融
002927.SZ,泰永长征,工业
002928.SZ,华夏航空,工业
002929.SZ,润建股份,信息技术
002930.SZ,宏川智慧,工业
002931.SZ,锋龙股份,工业
002932.SZ,明德生物,医疗保健
002933.SZ,新兴装备,工业
002935.SZ,天奥电子,工业
002936.SZ,郑州银行,金融
002937.SZ,兴瑞科技,信息技术
002938.SZ,鹏鼎控股,信息技术
002939.SZ,长城证券,金融
002940.SZ,昂利康,医疗保健
002941.SZ,新疆交建,工业
002942.SZ,新农股份,材料
002943.SZ,宇晶股份,工业
002945.SZ,华林证券,金融
002946.SZ,新乳业,日常消费
002947.SZ,恒铭达,信息技术
002948.SZ,青岛银行,金融
002949.SZ,华阳国际,工业
002950.SZ,奥美医疗,医疗保健
002951.SZ,ST金时,工业
002952.SZ,亚世光电,信息技术
002953.SZ,日丰股份,工业
002955.SZ,鸿合科技,信息技术
002956.SZ,西麦食品,日常消费
002957.SZ,科瑞技术,工业
002958.SZ,青农商行,金融
002959.SZ,小熊电器,可选消费
002960.SZ,青鸟消防,信息技术
002961.SZ,瑞达期货,金融
002962.SZ,五方光电,信息技术
002963.SZ,豪尔赛,工业
002965.SZ,祥鑫科技,可选消费
002966.SZ,苏州银行,金融
002967.SZ,广电计量,工业
002968.SZ,新大正,房地产
002969.SZ,嘉美包装,材料
002970.SZ,锐明技术,信息技术
002971.SZ,和远气体,材料
002972.SZ,科安达,信息技术
002973.SZ,侨银股份,工业
002975.SZ,博杰股份,工业
002976.SZ,瑞玛精密,信息技术
002977.SZ,天箭科技,信息技术
002978.SZ,安宁股份,材料
002979.SZ,雷赛智能,工业
002980.SZ,华盛昌,工业
002981.SZ,朝阳科技,信息技术
002982.SZ,湘佳股份,日常消费
002983.SZ,芯瑞达,信息技术
002984.SZ,森麒麟,可选消费
002985.SZ,北摩高科,工业
002986.SZ,宇新股份,材料
002987.SZ,京北方,信息技术
002988.SZ,豪美新材,材料
002989.SZ,中天精装,工业
002990.SZ,盛视科技,信息技术
002991.SZ,甘源食品,日常消费
002992.SZ,宝明科技,信息技术
002993.SZ,奥海科技,信息技术
002995.SZ,天地在线,信息技术
002996.SZ,顺博合金,材料
002997.SZ,瑞鹄模具,可选消费
002998.SZ,优彩资源,材料
002999.SZ,天禾股份,材料
003000.SZ,劲仔食品,日常消费
003001.SZ,中岩大地,工业
003002.SZ,壶化股份,材料
003003.SZ,天元股份,工业
003004.SZ,声迅股份,信息技术
003005.SZ,竞业达,可选消费
003006.SZ,百亚股份,日常消费
003007.SZ,直真科技,信息技术
003008.SZ,开普检测,工业
003009.SZ,中天火箭,工业
003010.SZ,若羽臣,可选消费
003011.SZ,海象新材,材料
003012.SZ,东鹏控股,工业
003013.SZ,地铁设计,工业
003015.SZ,日久光电,信息技术
003016.SZ,欣贺股份,可选消费
003017.SZ,大洋生物,材料
003018.SZ,金富科技,材料
003019.SZ,宸展光电,信息技术
003020.SZ,立方制药,医疗保健
003021.SZ,兆威机电,工业
003022.SZ,联泓新科,材料
003023.SZ,彩虹集团,可选消费
003025.SZ,思进智能,工业
003026.SZ,中晶科技,信息技术
003027.SZ,同兴环保,工业
003028.SZ,振邦智能,信息技术
003029.SZ,吉大正元,信息技术
003030.SZ,祖名股份,日常消费
003031.SZ,中瓷电子,信息技术
003032.SZ,传智教育,可选消费
003033.SZ,征和工业,可选消费
003035.SZ,南网能源,公用事业
003036.SZ,泰坦股份,工业
003037.SZ,三和管桩,材料
003038.SZ,鑫铂股份,材料
003039.SZ,顺控发展,公用事业
003040.SZ,楚天龙,信息技术
003041.SZ,真爱美家,可选消费
003042.SZ,中农联合,材料
003043.SZ,华亚智能,工业
003816.SZ,中国广核,公用事业
300001.SZ,特锐德,工业
300002.SZ,神州泰岳,信息技术
300003.SZ,乐普医疗,医疗保健
300004.SZ,南风股份,工业
300005.SZ,探路者,可选消费
300006.SZ,莱美药业,医疗保健
300007.SZ,汉威科技,信息技术
300008.SZ,天海防务,工业
300009.SZ,安科生物,医疗保健
300010.SZ,*ST豆神,可选消费
300011.SZ,鼎汉技术,工业
300012.SZ,华测检测,工业
300013.SZ,新宁物流,工业
300014.SZ,亿纬锂能,工业
300015.SZ,爱尔眼科,医疗保健
300016.SZ,北陆药业,医疗保健
300017.SZ,网宿科技,信息技术
300018.SZ,中元股份,工业
300019.SZ,硅宝科技,材料
300020.SZ,银江技术,信息技术
300021.SZ,大禹节水,工业
300022.SZ,吉峰科技,可选消费
300024.SZ,机器人,工业
300025.SZ,华星创业,信息技术
300026.SZ,红日药业,医疗保健
300027.SZ,华谊兄弟,可选消费
300029.SZ,ST天龙,信息技术
300030.SZ,阳普医疗,医疗保健
300031.SZ,宝通科技,信息技术
300032.SZ,金龙机电,信息技术
300033.SZ,同花顺,金融
300034.SZ,钢研高纳,材料
300035.SZ,中科电气,材料
300036.SZ,超图软件,信息技术
300037.SZ,新宙邦,材料
300039.SZ,上海凯宝,医疗保健
300040.SZ,九洲集团,工业
300041.SZ,回天新材,材料
300042.SZ,朗科科技,信息技术
300043.SZ,星辉娱乐,可选消费
300044.SZ,赛为智能,信息技术
300045.SZ,华力创通,信息技术
300046.SZ,台基股份,信息技术
300047.SZ,天源迪科,信息技术
300048.SZ,合康新能,工业
300049.SZ,福瑞股份,医疗保健
300050.SZ,世纪鼎利,信息技术
300051.SZ,琏升科技,信息技术
300052.SZ,中青宝,信息技术
300053.SZ,航宇微,信息技术
300054.SZ,鼎龙股份,材料
300055.SZ,万邦达,工业
300056.SZ,中创环保,工业
300057.SZ,万顺新材,材料
300058.SZ,蓝色光标,可选消费
300059.SZ,东方财富,金融
300061.SZ,旗天科技,可选消费
300062.SZ,中能电气,工业
300063.SZ,天龙集团,可选消费
300065.SZ,海兰信,信息技术
300066.SZ,三川智慧,工业
300067.SZ,安诺其,材料
300068.SZ,南都电源,工业
300069.SZ,金利华电,工业
300070.SZ,碧水源,工业
300071.SZ,福石控股,可选消费
300072.SZ,海新能科,工业
300073.SZ,当升科技,材料
300074.SZ,华平股份,信息技术
300075.SZ,数字政通,信息技术
300076.SZ,GQY视讯,信息技术
300077.SZ,国民技术,信息技术
300078.SZ,思创医惠,信息技术
300079.SZ,数码视讯,信息技术
300080.SZ,易成新能,信息技术
300081.SZ,恒信东方,信息技术
300082.SZ,奥克股份,材料
300083.SZ,创世纪,工业
300084.SZ,海默科技,能源
300085.SZ,银之杰,信息技术
300086.SZ,康芝药业,医疗保健
300087.SZ,荃银高科,日常消费
300088.SZ,长信科技,信息技术
300091.SZ,金通灵,工业
300092.SZ,科新机电,工业
300093.SZ,金刚光伏,材料
300094.SZ,国联水产,日常消费
300095.SZ,华伍股份,工业
300096.SZ,易联众,信息技术
300097.SZ,智云股份,工业
300098.SZ,高新兴,信息技术
300099.SZ,尤洛卡,信息技术
300100.SZ,双林股份,可选消费
300101.SZ,振芯科技,工业
300102.SZ,乾照光电,信息技术
300103.SZ,达刚控股,工业
300105.SZ,龙源技术,工业
300106.SZ,西部牧业,日常消费
300107.SZ,建新股份,材料
300108.SZ,ST吉药,医疗保健
300109.SZ,新开源,材料
300110.SZ,华仁药业,医疗保健
300111.SZ,向日葵,医疗保健
300112.SZ,万讯自控,工业
300113.SZ,顺网科技,信息技术
300114.SZ,中航电测,信息技术
300115.SZ,长盈精密,信息技术
300116.SZ,保力新,工业
300117.SZ,嘉寓股份,工业
300118.SZ,东方日升,信息技术
300119.SZ,瑞普生物,医疗保健
300120.SZ,经纬辉开,信息技术
300121.SZ,阳谷华泰,材料
300122.SZ,智飞生物,医疗保健
300123.SZ,亚光科技,工业
300124.SZ,汇川技术,工业
300125.SZ,聆达股份,公用事业
300126.SZ,锐奇股份,工业
300127.SZ,银河磁体,材料
300128.SZ,锦富技术,信息技术
300129.SZ,泰胜风能,工业
300130.SZ,新国都,信息技术
300131.SZ,英唐智控,信息技术
300132.SZ,青松股份,材料
300133.SZ,华策影视,可选消费
300134.SZ,大富科技,信息技术
300135.SZ,宝利国际,材料
300136.SZ,信维通信,信息技术
300137.SZ,先河环保,信息技术
300138.SZ,晨光生物,日常消费
300139.SZ,晓程科技,信息技术
300140.SZ,节能环境,工业
300141.SZ,和顺电气,工业
300142.SZ,沃森生物,医疗保健
300143.SZ,盈康生命,医疗保健
300144.SZ,宋城演艺,可选消费
300145.SZ,中金环境,工业
300146.SZ,汤臣倍健,日常消费
