ts_code,name,industry
300147.SZ,香雪制药,医疗保健
300148.SZ,天舟文化,可选消费
300149.SZ,睿智医药,医疗保健
300150.SZ,世纪瑞尔,信息技术
300151.SZ,昌红科技,工业
300152.SZ,新动力,工业
300153.SZ,科泰电源,工业
300154.SZ,瑞凌股份,工业
300155.SZ,安居宝,信息技术
300157.SZ,新锦动力,能源
300158.SZ,振东制药,医疗保健
300159.SZ,新研股份,工业
300160.SZ,秀强股份,可选消费
300161.SZ,华中数控,工业
300162.SZ,雷曼光电,信息技术
300163.SZ,先锋新材,材料
300164.SZ,通源石油,能源
300165.SZ,天瑞仪器,信息技术
300166.SZ,东方国信,信息技术
300167.SZ,ST迪威迅,信息技术
300168.SZ,万达信息,信息技术
300169.SZ,天晟新材,材料
300170.SZ,汉得信息,信息技术
300171.SZ,东富龙,工业
300172.SZ,中电环保,工业
300173.SZ,福能东方,工业
300174.SZ,元力股份,材料
300175.SZ,朗源股份,日常消费
300176.SZ,派生科技,可选消费
300177.SZ,中海达,工业
300179.SZ,四方达,材料
300180.SZ,华峰超纤,材料
300181.SZ,佐力药业,医疗保健
300182.SZ,捷成股份,信息技术
300183.SZ,东软载波,信息技术
300184.SZ,力源信息,信息技术
300185.SZ,通裕重工,工业
300187.SZ,永清环保,工业
300188.SZ,美亚柏科,信息技术
300189.SZ,神农科技,日常消费
300190.SZ,维尔利,工业
300191.SZ,潜能恒信,能源
300192.SZ,科德教育,可选消费
300193.SZ,佳士科技,工业
300194.SZ,福安药业,医疗保健
300195.SZ,长荣股份,工业
300196.SZ,长海股份,材料
300197.SZ,节能铁汉,工业
300198.SZ,纳川股份,工业
300199.SZ,翰宇药业,医疗保健
300200.SZ,高盟新材,材料
300201.SZ,海伦哲,工业
300203.SZ,聚光科技,信息技术
300204.SZ,舒泰神,医疗保健
300205.SZ,天喻信息,信息技术
300206.SZ,理邦仪器,医疗保健
300207.SZ,欣旺达,工业
300208.SZ,青岛中程,工业
300209.SZ,ST有棵树,信息技术
300210.SZ,森远股份,工业
300211.SZ,亿通科技,信息技术
300212.SZ,易华录,信息技术
300213.SZ,佳讯飞鸿,信息技术
300214.SZ,日科化学,材料
300215.SZ,电科院,工业
300217.SZ,东方电热,可选消费
300218.SZ,安利股份,材料
300219.SZ,鸿利智汇,信息技术
300220.SZ,ST金运,信息技术
300221.SZ,银禧科技,材料
300222.SZ,科大智能,工业
300223.SZ,北京君正,信息技术
300224.SZ,正海磁材,材料
300225.SZ,金力泰,材料
300226.SZ,上海钢联,信息技术
300227.SZ,光韵达,信息技术
300228.SZ,富瑞特装,工业
300229.SZ,拓尔思,信息技术
300230.SZ,永利股份,工业
300231.SZ,银信科技,信息技术
300232.SZ,洲明科技,信息技术
300233.SZ,金城医药,医疗保健
300234.SZ,开尔新材,工业
300235.SZ,方直科技,信息技术
300236.SZ,上海新阳,材料
300237.SZ,美晨生态,工业
300238.SZ,冠昊生物,医疗保健
300239.SZ,东宝生物,医疗保健
300240.SZ,飞力达,工业
300241.SZ,瑞丰光电,信息技术
300242.SZ,佳云科技,可选消费
300243.SZ,瑞丰高材,材料
300244.SZ,迪安诊断,医疗保健
300245.SZ,天玑科技,信息技术
300246.SZ,宝莱特,医疗保健
300247.SZ,融捷健康,可选消费
300248.SZ,新开普,信息技术
300249.SZ,依米康,工业
300250.SZ,初灵信息,信息技术
300251.SZ,光线传媒,可选消费
300252.SZ,金信诺,信息技术
300253.SZ,卫宁健康,信息技术
300254.SZ,仟源医药,医疗保健
300255.SZ,常山药业,医疗保健
300256.SZ,星星科技,信息技术
300257.SZ,开山股份,工业
300258.SZ,精锻科技,可选消费
300259.SZ,新天科技,工业
300260.SZ,新莱应材,工业
300261.SZ,雅本化学,材料
300262.SZ,巴安水务,工业
300263.SZ,隆华科技,工业
300264.SZ,佳创视讯,信息技术
300265.SZ,通光线缆,工业
300266.SZ,兴源环境,工业
300267.SZ,尔康制药,医疗保健
300268.SZ,*ST佳沃,日常消费
300269.SZ,联建光电,可选消费
300270.SZ,中威电子,信息技术
300271.SZ,华宇软件,信息技术
300272.SZ,开能健康,可选消费
300274.SZ,阳光电源,工业
300275.SZ,梅安森,信息技术
300276.SZ,三丰智能,工业
300277.SZ,海联讯,信息技术
300278.SZ,华昌达,工业
300279.SZ,和晶科技,信息技术
300280.SZ,紫天科技,可选消费
300281.SZ,金明精机,工业
300282.SZ,*ST三盛,可选消费
300283.SZ,温州宏丰,工业
300284.SZ,苏交科,工业
300285.SZ,国瓷材料,材料
300286.SZ,安科瑞,工业
300287.SZ,飞利信,信息技术
300288.SZ,朗玛信息,信息技术
300289.SZ,利德曼,医疗保健
300290.SZ,荣科科技,信息技术
300291.SZ,百纳千成,可选消费
300292.SZ,吴通控股,信息技术
300293.SZ,蓝英装备,工业
300294.SZ,博雅生物,医疗保健
300295.SZ,三六五网,信息技术
300296.SZ,利亚德,信息技术
300298.SZ,三诺生物,医疗保健
300299.SZ,富春股份,信息技术
300300.SZ,海峡创新,信息技术
300301.SZ,*ST长方,信息技术
300302.SZ,同有科技,信息技术
300303.SZ,聚飞光电,信息技术
300304.SZ,云意电气,可选消费
300305.SZ,裕兴股份,材料
300306.SZ,远方信息,信息技术
300307.SZ,慈星股份,工业
300308.SZ,中际旭创,信息技术
300310.SZ,宜通世纪,信息技术
300311.SZ,任子行,信息技术
300313.SZ,*ST天山,日常消费
300314.SZ,戴维医疗,医疗保健
300315.SZ,掌趣科技,信息技术
300316.SZ,晶盛机电,信息技术
300317.SZ,珈伟新能,公用事业
300318.SZ,博晖创新,医疗保健
300319.SZ,麦捷科技,信息技术
300320.SZ,海达股份,材料
300321.SZ,同大股份,材料
300322.SZ,硕贝德,信息技术
300323.SZ,华灿光电,信息技术
300324.SZ,旋极信息,信息技术
300326.SZ,凯利泰,医疗保健
300327.SZ,中颖电子,信息技术
300328.SZ,宜安科技,材料
300329.SZ,海伦钢琴,可选消费
300331.SZ,苏大维格,信息技术
300332.SZ,天壕能源,公用事业
300333.SZ,兆日科技,信息技术
300334.SZ,津膜科技,工业
300335.SZ,迪森股份,工业
300337.SZ,银邦股份,材料
300338.SZ,开元教育,可选消费
300339.SZ,润和软件,信息技术
300340.SZ,科恒股份,材料
300341.SZ,麦克奥迪,工业
300342.SZ,天银机电,工业
300343.SZ,联创股份,材料
300344.SZ,立方数科,信息技术
300345.SZ,华民股份,工业
300346.SZ,南大光电,信息技术
300347.SZ,泰格医药,医疗保健
300348.SZ,长亮科技,信息技术
300349.SZ,金卡智能,工业
300350.SZ,华鹏飞,工业
300351.SZ,永贵电器,信息技术
300352.SZ,北信源,信息技术
300353.SZ,东土科技,信息技术
300354.SZ,东华测试,信息技术
300355.SZ,蒙草生态,工业
300357.SZ,我武生物,医疗保健
300358.SZ,楚天科技,工业
300359.SZ,全通教育,可选消费
300360.SZ,炬华科技,工业
300363.SZ,博腾股份,医疗保健
300364.SZ,中文在线,可选消费
300365.SZ,恒华科技,信息技术
300366.SZ,创意信息,信息技术
300368.SZ,汇金股份,信息技术
300369.SZ,绿盟科技,信息技术
300370.SZ,安控科技,工业
300371.SZ,汇中股份,工业
300373.SZ,扬杰科技,信息技术
300374.SZ,中铁装配,工业
300375.SZ,鹏翎股份,可选消费
300376.SZ,易事特,工业
300377.SZ,赢时胜,信息技术
300378.SZ,鼎捷软件,信息技术
300379.SZ,东方通,信息技术
300380.SZ,安硕信息,信息技术
300381.SZ,溢多利,医疗保健
300382.SZ,斯莱克,工业
300383.SZ,光环新网,信息技术
300384.SZ,三联虹普,工业
300385.SZ,雪浪环境,工业
300386.SZ,飞天诚信,信息技术
300387.SZ,富邦股份,材料
300388.SZ,节能国祯,工业
300389.SZ,艾比森,信息技术
300390.SZ,天华新能,信息技术
300391.SZ,长药控股,医疗保健
300393.SZ,中来股份,信息技术
300394.SZ,天孚通信,信息技术
300395.SZ,菲利华,材料
300396.SZ,迪瑞医疗,医疗保健
300397.SZ,天和防务,工业
300398.SZ,飞凯材料,材料
300399.SZ,天利科技,信息技术
300400.SZ,劲拓股份,工业
300401.SZ,花园生物,医疗保健
300402.SZ,宝色股份,工业
300403.SZ,汉宇集团,可选消费
300404.SZ,博济医药,医疗保健
300405.SZ,科隆股份,材料
300406.SZ,九强生物,医疗保健
300407.SZ,凯发电气,工业
300408.SZ,三环集团,信息技术
300409.SZ,道氏技术,材料
300410.SZ,正业科技,信息技术
300411.SZ,金盾股份,工业
300412.SZ,迦南科技,工业
300413.SZ,芒果超媒,可选消费
300414.SZ,中光防雷,工业
300415.SZ,伊之密,工业
300416.SZ,苏试试验,工业
300417.SZ,南华仪器,信息技术
300418.SZ,昆仑万维,信息技术
300419.SZ,浩丰科技,信息技术
300420.SZ,五洋停车,工业
300421.SZ,力星股份,工业
300422.SZ,博世科,工业
300423.SZ,昇辉科技,工业
300424.SZ,航新科技,工业
300425.SZ,中建环能,工业
300426.SZ,唐德影视,可选消费
300427.SZ,*ST红相,工业
300428.SZ,立中集团,可选消费
300429.SZ,强力新材,材料
300430.SZ,诚益通,工业
300432.SZ,富临精工,可选消费
300433.SZ,蓝思科技,信息技术
300434.SZ,金石亚药,医疗保健
300435.SZ,中泰股份,工业
300436.SZ,广生堂,医疗保健
300437.SZ,清水源,材料
300438.SZ,鹏辉能源,工业
300439.SZ,美康生物,医疗保健
300440.SZ,运达科技,信息技术
300441.SZ,鲍斯股份,工业
300442.SZ,润泽科技,信息技术
300443.SZ,金雷股份,工业
300444.SZ,双杰电气,工业
300445.SZ,康斯特,工业
300446.SZ,航天智造,材料
300447.SZ,全信股份,工业
300448.SZ,浩云科技,信息技术
300449.SZ,汉邦高科,信息技术
300450.SZ,先导智能,工业
300451.SZ,创业慧康,信息技术
300452.SZ,山河药辅,医疗保健
300453.SZ,三鑫医疗,医疗保健
300454.SZ,深信服,信息技术
300455.SZ,航天智装,信息技术
300456.SZ,赛微电子,信息技术
300457.SZ,赢合科技,工业
300458.SZ,全志科技,信息技术
300459.SZ,汤姆猫,信息技术
300460.SZ,惠伦晶体,信息技术
300461.SZ,田中精机,工业
300462.SZ,华铭智能,信息技术
300463.SZ,迈克生物,医疗保健
300464.SZ,星徽股份,工业
300465.SZ,高伟达,信息技术
300466.SZ,赛摩智能,工业
300467.SZ,迅游科技,信息技术
300468.SZ,四方精创,信息技术
300469.SZ,信息发展,信息技术
300470.SZ,中密控股,工业
300471.SZ,厚普股份,工业
300472.SZ,新元科技,工业
300473.SZ,德尔股份,可选消费
300474.SZ,景嘉微,工业
300475.SZ,香农芯创,工业
300476.SZ,胜宏科技,信息技术
300477.SZ,合纵科技,工业
300478.SZ,杭州高新,材料
300479.SZ,神思电子,信息技术
300480.SZ,光力科技,工业
300481.SZ,濮阳惠成,材料
300482.SZ,万孚生物,医疗保健
300483.SZ,首华燃气,能源
300484.SZ,蓝海华腾,工业
300485.SZ,赛升药业,医疗保健
300486.SZ,东杰智能,工业
300487.SZ,蓝晓科技,材料
300488.SZ,恒锋工具,工业
300489.SZ,光智科技,材料
300490.SZ,华自科技,工业
300491.SZ,通合科技,工业
300492.SZ,华图山鼎,工业
300493.SZ,润欣科技,信息技术
300494.SZ,盛天网络,信息技术
300495.SZ,*ST美尚,工业
300496.SZ,中科创达,信息技术
300497.SZ,富祥药业,医疗保健
300498.SZ,温氏股份,日常消费
300499.SZ,高澜股份,工业
300500.SZ,启迪设计,工业
300501.SZ,海顺新材,材料
300502.SZ,新易盛,信息技术
300503.SZ,昊志机电,工业
300504.SZ,天邑股份,信息技术
300505.SZ,川金诺,材料
300506.SZ,名家汇,工业
300507.SZ,苏奥传感,可选消费
300508.SZ,维宏股份,工业
300509.SZ,新美星,工业
300510.SZ,金冠股份,工业
300511.SZ,雪榕生物,日常消费
300512.SZ,中亚股份,工业
300513.SZ,恒实科技,信息技术
300514.SZ,友讯达,信息技术
300515.SZ,三德科技,工业
300516.SZ,久之洋,信息技术
300517.SZ,海波重科,工业
300518.SZ,新迅达,信息技术
300519.SZ,新光药业,医疗保健
300520.SZ,科大国创,信息技术
300521.SZ,爱司凯,工业
300522.SZ,世名科技,材料
300523.SZ,辰安科技,信息技术
300525.SZ,博思软件,信息技术
300527.SZ,中船应急,工业
300528.SZ,幸福蓝海,可选消费
300529.SZ,健帆生物,医疗保健
300530.SZ,领湃科技,材料
300531.SZ,优博讯,信息技术
300532.SZ,今天国际,工业
300533.SZ,冰川网络,信息技术
300534.SZ,陇神戎发,医疗保健
300535.SZ,达威股份,材料
300536.SZ,农尚环境,工业
300537.SZ,广信材料,材料
300538.SZ,同益股份,工业
300539.SZ,横河精密,材料
300540.SZ,蜀道装备,工业
300541.SZ,先进数通,信息技术
300542.SZ,新晨科技,信息技术
300543.SZ,朗科智能,信息技术
300545.SZ,联得装备,工业
300546.SZ,雄帝科技,信息技术
300547.SZ,川环科技,可选消费
300548.SZ,博创科技,信息技术
300549.SZ,优德精密,工业
300550.SZ,和仁科技,信息技术
300551.SZ,古鳌科技,信息技术
300552.SZ,万集科技,信息技术
300553.SZ,集智股份,信息技术
300554.SZ,三超新材,工业
300555.SZ,ST路通,信息技术
300556.SZ,丝路视觉,信息技术
300557.SZ,理工光科,信息技术
300558.SZ,贝达药业,医疗保健
300559.SZ,佳发教育,信息技术
300560.SZ,中富通,信息技术
300561.SZ,汇金科技,信息技术
300562.SZ,乐心医疗,医疗保健
300563.SZ,神宇股份,信息技术
300564.SZ,筑博设计,工业
300565.SZ,科信技术,信息技术
300566.SZ,激智科技,信息技术
300567.SZ,精测电子,信息技术
300568.SZ,星源材质,材料
300569.SZ,天能重工,工业
300570.SZ,太辰光,信息技术
300571.SZ,平治信息,信息技术
300572.SZ,安车检测,信息技术
300573.SZ,兴齐眼药,医疗保健
300575.SZ,中旗股份,材料
300576.SZ,容大感光,材料
300577.SZ,开润股份,可选消费
300578.SZ,会畅通讯,电信服务
300579.SZ,数字认证,信息技术
300580.SZ,贝斯特,可选消费
300581.SZ,晨曦航空,工业
300582.SZ,英飞特,工业
300583.SZ,赛托生物,医疗保健
300584.SZ,海辰药业,医疗保健
300585.SZ,奥联电子,可选消费
300586.SZ,美联新材,材料
300587.SZ,天铁股份,材料
300588.SZ,熙菱信息,信息技术
300589.SZ,江龙船艇,工业
300590.SZ,移为通信,信息技术
300591.SZ,万里马,可选消费
300592.SZ,华凯易佰,工业
300593.SZ,新雷能,工业
300594.SZ,朗进科技,工业
300595.SZ,欧普康视,医疗保健
300596.SZ,利安隆,材料
300597.SZ,吉大通信,信息技术
300598.SZ,诚迈科技,信息技术
300599.SZ,雄塑科技,工业
300600.SZ,国瑞科技,工业
300601.SZ,康泰生物,医疗保健
300602.SZ,飞荣达,信息技术
300603.SZ,立昂技术,信息技术
300604.SZ,长川科技,工业
300605.SZ,恒锋信息,信息技术
300606.SZ,金太阳,工业
300607.SZ,拓斯达,工业
300608.SZ,思特奇,信息技术
300609.SZ,汇纳科技,信息技术
300610.SZ,晨化股份,材料
300611.SZ,美力科技,可选消费
300612.SZ,宣亚国际,可选消费
300613.SZ,富瀚微,信息技术
300614.SZ,百川畅银,工业
300615.SZ,欣天科技,信息技术
300616.SZ,尚品宅配,可选消费
300617.SZ,安靠智电,工业
300618.SZ,寒锐钴业,材料
300619.SZ,金银河,工业
300620.SZ,光库科技,信息技术
300621.SZ,维业股份,工业
300622.SZ,博士眼镜,可选消费
300623.SZ,捷捷微电,信息技术
300624.SZ,万兴科技,信息技术
300625.SZ,三雄极光,可选消费
300626.SZ,华瑞股份,工业
300627.SZ,华测导航,信息技术
300628.SZ,亿联网络,信息技术
300629.SZ,新劲刚,信息技术
300630.SZ,普利制药,医疗保健
300631.SZ,久吾高科,工业
300632.SZ,光莆股份,信息技术
300633.SZ,开立医疗,医疗保健
300634.SZ,彩讯股份,信息技术
300635.SZ,中达安,工业
300636.SZ,同和药业,医疗保健
300637.SZ,扬帆新材,材料
300638.SZ,广和通,信息技术
300639.SZ,凯普生物,医疗保健
300640.SZ,德艺文创,可选消费
300641.SZ,正丹股份,材料
300642.SZ,透景生命,医疗保健
300643.SZ,万通智控,可选消费
300644.SZ,南京聚隆,材料
300645.SZ,正元智慧,信息技术
300647.SZ,超频三,信息技术
300648.SZ,星云股份,信息技术
300649.SZ,杭州园林,工业
300650.SZ,太龙股份,可选消费
300651.SZ,金陵体育,可选消费
300652.SZ,雷迪克,可选消费
300653.SZ,正海生物,医疗保健
300654.SZ,世纪天鸿,可选消费
300655.SZ,晶瑞电材,材料
300656.SZ,民德电子,信息技术
300657.SZ,弘信电子,信息技术
300658.SZ,延江股份,可选消费
300659.SZ,中孚信息,信息技术
300660.SZ,江苏雷利,工业
300661.SZ,圣邦股份,信息技术
300662.SZ,科锐国际,工业
300663.SZ,科蓝软件,信息技术
300664.SZ,鹏鹞环保,工业
300665.SZ,飞鹿股份,材料
300666.SZ,江丰电子,信息技术
300667.SZ,必创科技,信息技术
300668.SZ,杰恩设计,工业
300669.SZ,沪宁股份,工业
300670.SZ,大烨智能,工业
300671.SZ,富满微,信息技术
300672.SZ,国科微,信息技术
300673.SZ,佩蒂股份,日常消费
300674.SZ,宇信科技,信息技术
300675.SZ,建科院,工业
300676.SZ,华大基因,医疗保健
300677.SZ,英科医疗,医疗保健
300678.SZ,中科信息,信息技术
300679.SZ,电连技术,信息技术
300680.SZ,隆盛科技,可选消费
300681.SZ,英搏尔,工业
300682.SZ,朗新科技,信息技术
300683.SZ,海特生物,医疗保健
300684.SZ,中石科技,信息技术
300685.SZ,艾德生物,医疗保健
300686.SZ,智动力,信息技术
300687.SZ,赛意信息,信息技术
300688.SZ,创业黑马,工业
300689.SZ,澄天伟业,信息技术
300690.SZ,双一科技,工业
300691.SZ,联合光电,信息技术
300692.SZ,中环环保,工业
300693.SZ,盛弘股份,工业
300694.SZ,蠡湖股份,可选消费
300695.SZ,兆丰股份,可选消费
300696.SZ,爱乐达,工业
300697.SZ,电工合金,材料
300698.SZ,万马科技,信息技术
300699.SZ,光威复材,材料
300700.SZ,岱勒新材,工业
300701.SZ,森霸传感,信息技术
300702.SZ,天宇股份,医疗保健
300703.SZ,创源股份,可选消费
300705.SZ,九典制药,医疗保健
300706.SZ,阿石创,信息技术
300707.SZ,威唐工业,可选消费
300708.SZ,聚灿光电,信息技术
300709.SZ,精研科技,信息技术
300710.SZ,万隆光电,信息技术
300711.SZ,广哈通信,信息技术
300712.SZ,永福股份,工业
300713.SZ,英可瑞,工业
300715.SZ,凯伦股份,材料
300716.SZ,泉为科技,材料
300717.SZ,华信新材,材料
300718.SZ,长盛轴承,工业
300719.SZ,安达维尔,工业
300720.SZ,海川智能,工业
300721.SZ,怡达股份,材料
300722.SZ,新余国科,工业
300723.SZ,一品红,医疗保健
300724.SZ,捷佳伟创,信息技术
300725.SZ,药石科技,医疗保健
300726.SZ,宏达电子,信息技术
300727.SZ,润禾材料,材料
300729.SZ,乐歌股份,可选消费
300730.SZ,科创信息,信息技术
300731.SZ,科创新源,材料
300732.SZ,设研院,工业
300733.SZ,西菱动力,可选消费
300735.SZ,光弘科技,信息技术
300736.SZ,百邦科技,可选消费
300737.SZ,科顺股份,材料
300738.SZ,奥飞数据,信息技术
300739.SZ,明阳电路,信息技术
300740.SZ,水羊股份,日常消费
300741.SZ,华宝股份,日常消费
300742.SZ,*ST越博,可选消费
300743.SZ,天地数码,信息技术
300745.SZ,欣锐科技,可选消费
300746.SZ,汉嘉设计,工业
300747.SZ,锐科激光,信息技术
300748.SZ,金力永磁,材料
300749.SZ,顶固集创,可选消费
300750.SZ,宁德时代,工业
300751.SZ,迈为股份,工业
300752.SZ,隆利科技,信息技术
300753.SZ,爱朋医疗,医疗保健
300755.SZ,华致酒行,日常消费
300756.SZ,金马游乐,可选消费
300757.SZ,罗博特科,工业
300758.SZ,七彩化学,材料
300759.SZ,康龙化成,医疗保健
300760.SZ,迈瑞医疗,医疗保健
300761.SZ,立华股份,日常消费
300762.SZ,上海瀚讯,信息技术
300763.SZ,锦浪科技,工业
300765.SZ,新诺威,医疗保健
300766.SZ,每日互动,信息技术
300767.SZ,震安科技,工业
300768.SZ,迪普科技,信息技术
300769.SZ,德方纳米,材料
300770.SZ,新媒股份,可选消费
300771.SZ,智莱科技,信息技术
300772.SZ,运达股份,工业
300773.SZ,拉卡拉,信息技术
300774.SZ,倍杰特,工业
300775.SZ,三角防务,工业
300776.SZ,帝尔激光,信息技术
300777.SZ,中简科技,材料
300778.SZ,新城市,工业
300779.SZ,惠城环保,材料
300780.SZ,德恩精工,工业
300781.SZ,因赛集团,可选消费
300782.SZ,卓胜微,信息技术
300783.SZ,三只松鼠,日常消费
300785.SZ,值得买,信息技术
300786.SZ,国林科技,工业
300787.SZ,海能实业,信息技术
300788.SZ,中信出版,可选消费
300789.SZ,唐源电气,信息技术
300790.SZ,宇瞳光学,信息技术
300791.SZ,仙乐健康,医疗保健
300792.SZ,壹网壹创,信息技术
300793.SZ,佳禾智能,信息技术
300795.SZ,米奥会展,工业
300796.SZ,贝斯美,材料
300797.SZ,钢研纳克,信息技术
300798.SZ,锦鸡股份,材料
300799.SZ,*ST左江,信息技术
300800.SZ,力合科技,信息技术
300801.SZ,泰和科技,材料
300802.SZ,矩子科技,信息技术
300803.SZ,指南针,金融
300804.SZ,广康生化,材料
300805.SZ,电声股份,可选消费
300806.SZ,斯迪克,材料
300807.SZ,天迈科技,信息技术
300808.SZ,久量股份,工业
300809.SZ,华辰装备,工业
300810.SZ,中科海讯,信息技术
300811.SZ,铂科新材,信息技术
300812.SZ,易天股份,工业
300813.SZ,泰林生物,医疗保健
300814.SZ,中富电路,信息技术
300815.SZ,玉禾田,工业
300816.SZ,艾可蓝,可选消费
300817.SZ,双飞集团,工业
300818.SZ,耐普矿机,工业
300819.SZ,聚杰微纤,可选消费
300820.SZ,英杰电气,工业
300821.SZ,东岳硅材,材料
300822.SZ,贝仕达克,信息技术
300823.SZ,建科机械,工业
300824.SZ,北鼎股份,可选消费
300825.SZ,阿尔特,工业
300826.SZ,测绘股份,工业
300827.SZ,上能电气,工业
300828.SZ,锐新科技,工业
300829.SZ,金丹科技,日常消费
300830.SZ,金现代,信息技术
300831.SZ,派瑞股份,信息技术
300832.SZ,新产业,医疗保健
300833.SZ,浩洋股份,工业
300834.SZ,星辉环材,材料
300835.SZ,龙磁科技,信息技术
300836.SZ,佰奥智能,工业
300837.SZ,浙矿股份,工业
300838.SZ,浙江力诺,工业
300839.SZ,博汇股份,能源
300840.SZ,酷特智能,可选消费
300841.SZ,康华生物,医疗保健
300842.SZ,帝科股份,信息技术
300843.SZ,胜蓝股份,信息技术
300844.SZ,山水比德,工业
300845.SZ,捷安高科,信息技术
300846.SZ,首都在线,信息技术
300847.SZ,中船汉光,信息技术
300848.SZ,美瑞新材,材料
300849.SZ,锦盛新材,材料
300850.SZ,新强联,工业
300851.SZ,交大思诺,信息技术
300852.SZ,四会富仕,信息技术
300853.SZ,申昊科技,工业
300854.SZ,中兰环保,工业
300855.SZ,图南股份,材料
300856.SZ,科思股份,材料
300857.SZ,协创数据,信息技术
300858.SZ,科拓生物,日常消费
300859.SZ,*ST西域,可选消费
300860.SZ,锋尚文化,可选消费
300861.SZ,美畅股份,材料
300862.SZ,蓝盾光电,信息技术
300863.SZ,卡倍亿,工业
300864.SZ,南大环境,工业
300865.SZ,大宏立,工业
300866.SZ,安克创新,信息技术
300867.SZ,圣元环保,公用事业
300868.SZ,杰美特,可选消费
300869.SZ,康泰医学,医疗保健
300870.SZ,欧陆通,信息技术
300871.SZ,回盛生物,医疗保健
300872.SZ,天阳科技,信息技术
300873.SZ,海晨股份,工业
300875.SZ,捷强装备,工业
300876.SZ,蒙泰高新,材料
300877.SZ,金春股份,可选消费
300878.SZ,维康药业,医疗保健
300879.SZ,大叶股份,工业
300880.SZ,迦南智能,工业
300881.SZ,盛德鑫泰,材料
300882.SZ,万胜智能,信息技术
300883.SZ,龙利得,材料
300884.SZ,狄耐克,信息技术
300885.SZ,海昌新材,工业
300886.SZ,华业香料,材料
300887.SZ,谱尼测试,工业
300888.SZ,稳健医疗,可选消费
300889.SZ,爱克股份,可选消费
300890.SZ,翔丰华,工业
300891.SZ,惠云钛业,材料
300892.SZ,品渥食品,可选消费
300893.SZ,松原股份,可选消费
300894.SZ,火星人,可选消费
300895.SZ,铜牛信息,信息技术
300896.SZ,爱美客,医疗保健
300897.SZ,山科智能,信息技术
300898.SZ,熊猫乳品,日常消费
300899.SZ,上海凯鑫,工业
300900.SZ,广联航空,工业
300901.SZ,中胤时尚,工业
300902.SZ,国安达,工业
300903.SZ,科翔股份,信息技术
300904.SZ,威力传动,工业
300905.SZ,宝丽迪,材料
300906.SZ,日月明,信息技术
300907.SZ,康平科技,工业
300908.SZ,仲景食品,日常消费
300909.SZ,汇创达,信息技术
300910.SZ,瑞丰新材,材料
300911.SZ,亿田智能,可选消费
300912.SZ,凯龙高科,可选消费
300913.SZ,兆龙互连,信息技术
300915.SZ,海融科技,日常消费
300916.SZ,朗特智能,信息技术
300917.SZ,特发服务,房地产
300918.SZ,南山智尚,可选消费
300919.SZ,中伟股份,材料
300920.SZ,润阳科技,材料
300921.SZ,南凌科技,电信服务
300922.SZ,天秦装备,工业
300923.SZ,研奥股份,工业
300925.SZ,法本信息,信息技术
300926.SZ,博俊科技,可选消费
300927.SZ,江天化学,材料
300928.SZ,华安鑫创,信息技术
300929.SZ,华骐环保,公用事业
300930.SZ,屹通新材,工业
300931.SZ,通用电梯,工业
300932.SZ,三友联众,信息技术
300933.SZ,中辰股份,工业
300935.SZ,盈建科,信息技术
300936.SZ,中英科技,信息技术
300937.SZ,药易购,日常消费
300938.SZ,信测标准,工业
300939.SZ,秋田微,信息技术
300940.SZ,南极光,信息技术
300941.SZ,创识科技,信息技术
300942.SZ,易瑞生物,医疗保健
300943.SZ,春晖智控,工业
300945.SZ,曼卡龙,可选消费
300946.SZ,恒而达,工业
300947.SZ,德必集团,工业
300948.SZ,冠中生态,工业
300949.SZ,奥雅股份,工业
300950.SZ,德固特,工业
300951.SZ,博硕科技,信息技术
300952.SZ,恒辉安防,可选消费
300953.SZ,震裕科技,工业
300955.SZ,嘉亨家化,日常消费
300956.SZ,英力股份,信息技术
300957.SZ,贝泰妮,日常消费
300958.SZ,建工修复,工业
300959.SZ,线上线下,电信服务
300960.SZ,通业科技,工业
300961.SZ,深水海纳,工业
300962.SZ,中金辐照,医疗保健
300963.SZ,中洲特材,材料
300964.SZ,本川智能,信息技术
300965.SZ,恒宇信通,工业
300966.SZ,共同药业,医疗保健
300967.SZ,晓鸣股份,日常消费
300968.SZ,格林精密,信息技术
300969.SZ,恒帅股份,可选消费
300970.SZ,华绿生物,日常消费
300971.SZ,博亚精工,工业
300972.SZ,万辰集团,日常消费
300973.SZ,立高食品,日常消费
300975.SZ,商络电子,信息技术
300976.SZ,达瑞电子,信息技术
300977.SZ,深圳瑞捷,工业
300978.SZ,东箭科技,可选消费
300979.SZ,华利集团,可选消费
300980.SZ,祥源新材,材料
300981.SZ,中红医疗,医疗保健
300982.SZ,苏文电能,工业
300983.SZ,尤安设计,工业
300984.SZ,金沃股份,工业
300985.SZ,致远新能,工业
300986.SZ,志特新材,材料
300987.SZ,川网传媒,信息技术
300988.SZ,津荣天宇,可选消费
300989.SZ,蕾奥规划,工业
300990.SZ,同飞股份,工业
300991.SZ,创益通,信息技术
300992.SZ,泰福泵业,工业
300993.SZ,玉马遮阳,材料
300994.SZ,久祺股份,可选消费
300995.SZ,奇德新材,材料
300996.SZ,普联软件,信息技术
300997.SZ,欢乐家,日常消费
300998.SZ,宁波方正,可选消费
300999.SZ,金龙鱼,日常消费
301000.SZ,肇民科技,可选消费
301001.SZ,凯淳股份,信息技术
301002.SZ,崧盛股份,工业
